Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded,valid
S652260,O18277,C9712,Jane Smith,jane@,917014955019,mumbai,USA,West,400001.0,P5914,Laptop,Furniture,28.452983713894387,3.0,3587.724082878047,65957.74184791233,2022-07-19,2025-04-25,13.0,Pending,Road,V846,Mr. Lee,Truck,R951,3219.920605891895,575.8247448914356,Hub C,Central,Mr. Khan,Low,Unknown,Yes,Not Returned,No Remarks,10763.17224863414,1011 days,0.17883196990564812,62737.821242020436,Yes,Low,0.0,1.0,False
S953599,O85478,C6639,Li Wei,john@example.com,919064544581,Chennai,UK,West,400001.0,P8804,Mobile,Misc,86.68452650460605,8.0,4386.362714030262,103270.95873135468,2020-08-08,2022-10-18,9.0,Cancelled,Rail,V236,Unknown,Truck,R733,8916.361692792909,1097.1244178130758,Warehouse A,Unknown,Mr. Patel,Medium,Online,Unknown,Not Returned,Delayed delivery,35090.9017122421,801 days,0.12304619929223833,94354.59703856177,Yes,Normal,5.0,2.0,False
S428123,O33166,C3794,Li Wei,john@example.com,917011922156,Bangalore,Unknown,Unknown,110001.0,P2888,Charger,Accessories,88.77766788634449,4.0,2675.1471425446894,196124.17913065635,2022-10-07,2025-05-16,2.0,Delayed,Road,V321,Mr. Lee,Cargo,R608,3495.816486209194,1856.787136809132,Warehouse B,Central,Mr. Khan,High,Credit,Yes,Not Returned,Check packaging,10700.588570178757,952 days,0.5311454832180283,192628.36264444716,Yes,Urgent,2.0,3.0,False
S958813,O90874,C6329,Jane Smith,john@example.com,917627615697,Delhi,Unknown,Unknown,560001.0,P7389,Charger,Accessories,1.0494506537984387,8.0,4886.341830401388,189658.9030926553,2021-02-23,2024-07-20,0.0,Delivered,Road,V929,Mr. Lee,Cargo,R256,1183.948113343711,320.2241976241424,Warehouse A,Central,Unknown,High,Debit,No,Not Returned,Delayed delivery,39090.7346432111,1243 days,0.27047147929461535,188474.9549793116,No,Urgent,3.0,3.0,False
S685387,O95828,C7478,John Doe,john@example.com,917175921141,Bangalore,india,South,600001.0,P9064,Headphones,Accessories,68.5811861379596,10.0,866.0408676854231,198229.44047125307,2020-12-27,2024-07-01,14.0,Pending,Road,V649,Unknown,Unknown,R662,3495.816486209194,1507.020936989745,Warehouse A,Central,Mr. Khan,Medium,Credit,Yes,Pending,Delayed delivery,8660.408676854231,1282 days,0.4310926912024303,194733.62398504387,Yes,Normal,2.0,2.0,False
S949088,O52725,C9384,Amit Kumar,john@example.com,919415656380,Delhi,UK,Unknown,0.0,P4528,Mobile,Food,30.809070032750384,8.0,3016.4933319896995,38876.644399990495,2022-12-28,2023-09-18,2.0,Delayed,Rail,V482,Mr. Lee,Truck,R385,5719.099566952399,182.9656144420159,Unknown,Unknown,Mr. Khan,Medium,Online,Unknown,Returned,Check packaging,24131.946655917596,264 days,0.0319920316651376,33157.5448330381,Yes,Normal,5.0,2.0,False
S495389,O97983,C8924,Fatima Noor,amit@gmail.com,917973402792,Bangalore,Unknown,East,110001.0,P6573,Charger,Clothing,95.09607348778664,11.0,4318.381124021914,105894.7434817643,2023-03-14,2024-08-19,12.0,Delayed,Road,V121,Ms. Sharma,Van,R774,8337.45315727269,1070.479318614681,Unknown,North Hub,Unknown,High,Online,Yes,Returned,No Remarks,47502.192364241055,524 days,0.1283940429315529,97557.29032449161,Yes,Urgent,5.0,3.0,False
S224874,O53209,C6647,Fatima Noor,amit@gmail.com,917721714630,mumbai,UK,Unknown,560001.0,P9117,Unknown,Misc,96.58038729091864,13.0,2127.286521221502,18874.57944789831,2020-03-09,2022-11-26,14.0,Unknown,Rail,V291,Mr. Lee,Van,R123,6233.498867203423,1035.526119803062,Warehouse B,Central,Mr. Khan,Unknown,Cash,Unknown,Unknown,No Remarks,27654.724775879527,992 days,0.1661227733995943,12641.080580694888,Yes,Unknown,1.0,0.0,False
S968428,O11163,C3397,Jane Smith,jane@,917237199146,Chennai,india,South,0.0,P2102,Tablet,Accessories,7.917789046137197,8.0,3232.275874206702,13794.510437642091,2023-04-24,2025-06-17,3.0,Delivered,Air,V547,Mr. Rao,Truck,R723,4988.932744170654,385.69279028999273,Warehouse A,Central,Ms. Verma,High,Online,No,Returned,Delayed delivery,25858.206993653617,785 days,0.07730967925768445,8805.577693471438,Yes,Urgent,5.0,3.0,False
S889977,O74461,C9080,Jane Smith,amit@gmail.com,917925987874,Bangalore,india,West,110001.0,P9445,Laptop,Misc,73.09581474463738,1.0,3619.965368561621,189268.7574281701,2021-09-04,2023-10-28,1.0,Delivered,Road,V447,Mr. Rao,Van,R626,1320.6811082606414,1000.2208819211336,Unknown,North Hub,Mr. Patel,Medium,Online,Yes,Returned,No Remarks,3619.965368561621,784 days,0.7573523053104324,187948.07631990945,Yes,Normal,5.0,2.0,False
S663356,O69249,C7626,John Doe,john@example.com,917984671364,Delhi,Unknown,West,0.0,P6887,Mobile,Furniture,94.91411095670664,9.0,2814.938437455917,50746.4205647399,2022-05-04,2024-12-03,13.0,Unknown,Road,V624,Mr. Lee,Unknown,R409,7015.422873397185,320.2241976241424,Unknown,North Hub,Mr. Khan,Unknown,Cash,No,Unknown,Handle with care,25334.445937103254,944 days,0.04564574415584379,43730.997691342716,Yes,Unknown,1.0,0.0,False
S400034,O63431,C4422,Fatima Noor,john@example.com,918871260904,Bangalore,USA,Unknown,560001.0,P8154,Mobile,Misc,81.638412131256,13.0,4712.281498228901,65423.89090924677,2020-11-01,2021-05-26,0.0,Delivered,Road,V718,Mr. Lee,Truck,R610,7464.945846238535,531.0631365028049,Warehouse A,Central,Ms. Verma,Unknown,Card,Unknown,Unknown,No Remarks,61259.659476975714,206 days,0.07114092284680124,57958.945063008236,No,Unknown,6.0,0.0,False
S629194,O74543,C9075,Amit Kumar,jane@,918057069214,Chennai,UK,East,0.0,P4202,Charger,Accessories,7.867442847541991,13.0,2700.135729141203,65957.74184791233,2023-02-04,2025-09-06,7.0,In Transit,Road,V912,Unknown,Van,R738,8916.361692792909,365.2178461823782,Warehouse B,Unknown,Unknown,Medium,UPI,Unknown,Not Returned,Handle with care,35101.764478835634,945 days,0.04096041174255903,57041.38015511942,Yes,Normal,4.0,2.0,False
S526940,O85771,C4823,Fatima Noor,amit@gmail.com,916679688256,Chennai,Unknown,South,0.0,P1934,Unknown,Misc,47.48538505361395,5.0,1457.3824505425428,54459.71878580739,2022-12-25,2024-07-17,1.0,Cancelled,Road,V769,Mr. Lee,Bike,R368,2892.410615379814,174.41347662778423,Hub C,Unknown,Mr. Khan,Unknown,Debit,Yes,Not Returned,No Remarks,7286.912252712714,570 days,0.060300386017246486,51567.308170427576,Yes,Unknown,3.0,0.0,False
S689698,O37099,C4495,John Doe,john@example.com,918216450007,mumbai,UK,North,0.0,P8182,Mobile,Clothing,93.98014468563682,16.0,2903.3773002817984,103142.16694630009,2021-04-15,2024-08-23,10.0,In Transit,Air,V476,Mr. Rao,Unknown,R810,1104.4280670263602,151.0244465801482,Warehouse A,Unknown,Mr. Patel,Low,UPI,Yes,Returned,No Remarks,46454.036804508774,1226 days,0.13674448439795364,102037.73887927373,Yes,Low,4.0,1.0,False
S793213,O13296,C7166,John Doe,john@example.com,916642769392,Delhi,Unknown,East,110001.0,P2647,Charger,Clothing,56.34708115816488,15.0,3034.59077191849,188993.68719476004,2021-03-19,2023-02-21,11.0,Cancelled,Road,V494,Unknown,Van,R717,7561.095207931837,23.390088553611708,Warehouse A,Unknown,Ms. Verma,Low,Unknown,Unknown,Pending,Delayed delivery,45518.86157877735,704 days,0.0030934789088589622,181432.59198682822,Yes,Low,0.0,1.0,False
S596120,O44724,C3724,Nan,john@example.com,917722599867,Mumbai,India,South,0.0,P8932,Laptop,Misc,92.22648638480013,9.0,3351.5750642742523,60987.13870572674,2020-01-01,2021-12-07,1.0,Pending,Ship,V509,Mr. Rao,Cargo,R374,4774.58244357933,738.6984001823912,Unknown,North Hub,Mr. Khan,Medium,UPI,Unknown,Not Returned,No Remarks,30164.175578468272,706 days,0.15471476488499294,56212.55626214741,Yes,Normal,4.0,2.0,False
S858863,O49356,C6284,Fatima Noor,jane@,916667023816,Mumbai,india,West,560001.0,P2909,Tablet,Accessories,49.770102556071386,9.0,4217.694349370825,149908.959129698,2021-08-07,2022-05-10,2.0,Delayed,Rail,V965,Mrs. Patel,Van,R759,666.2038034756613,826.8818712012421,Hub C,North Hub,Mr. Khan,High,Cash,Yes,Unknown,Check packaging,37959.249144337424,276 days,1.2411845547673326,149242.75532622234,Yes,Urgent,1.0,3.0,False
S419976,O73676,C2463,Jane Smith,john@example.com,919545507916,Mumbai,USA,Unknown,110001.0,P2970,Charger,Electronics,32.8703679109448,12.0,2860.8017943795635,45101.87521972178,2021-03-17,2023-01-27,13.0,Cancelled,Ship,V883,Unknown,Truck,R815,666.2038034756613,959.3305987464664,Warehouse B,South Hub,Mr. Khan,High,UPI,No,Not Returned,Handle with care,34329.62153255476,681 days,1.4399956796126487,44435.671416246114,Yes,Urgent,4.0,3.0,False
S693368,O19676,C9395,Fatima Noor,john@example.com,916836471861,mumbai,USA,South,0.0,P3406,Headphones,Clothing,60.06651917760514,10.0,2814.938437455917,32793.98709345699,2020-11-12,2025-01-20,10.0,Unknown,Road,V543,Unknown,Bike,R447,1034.1904113776382,149.4238239751592,Hub C,South Hub,Unknown,Unknown,Card,Yes,Not Returned,Handle with care,28149.384374559173,1530 days,0.14448386131922525,31759.79668207935,Yes,Unknown,6.0,0.0,False
S933534,O98660,C4376,Nan,amit@gmail.com,916228294835,Bangalore,USA,South,560001.0,P4517,Headphones,Electronics,6.279319410735846,2.0,3034.59077191849,18874.57944789831,2020-06-08,2023-09-30,5.0,In Transit,Road,V736,Ms. Sharma,Cargo,R524,8813.090633228108,1097.1244178130758,Warehouse A,North Hub,Unknown,Medium,UPI,No,Unknown,No Remarks,6069.18154383698,1209 days,0.12448804437305723,10061.488814670203,Yes,Normal,4.0,2.0,False
S892100,O80593,C7170,Fatima Noor,amit@gmail.com,919693167351,Bangalore,USA,North,560001.0,P4384,Mobile,Accessories,51.66632662215436,15.0,1984.8354527273511,50746.4205647399,2021-07-08,2023-01-23,2.0,Unknown,Rail,V265,Unknown,Truck,R994,8138.8390000480385,168.366458425427,Warehouse A,Central,Ms. Verma,Medium,Online,Unknown,Unknown,No Remarks,29772.531790910267,564 days,0.020686790637391064,42607.58156469186,Yes,Normal,5.0,2.0,False
S115375,O40491,C2951,Michael Brown,john@example.com,916622087528,Chennai,Unknown,Unknown,600001.0,P7999,Unknown,Electronics,3.9216578509642304,12.0,2634.015917438526,57232.80452318232,2024-08-11,2025-04-13,9.0,Delayed,Road,V535,Mrs. Patel,Bike,R855,1092.0050948894086,174.41347662778423,Hub C,South Hub,Mr. Khan,Low,Credit,Yes,Pending,No Remarks,31608.191009262307,245 days,0.15971855575037197,56140.799428292914,Yes,Low,2.0,1.0,False
S231279,O67301,C1599,Jane Smith,amit@gmail.com,918569426461,mumbai,USA,South,560001.0,P4200,Laptop,Food,36.95300340772233,10.0,2675.1471425446894,52705.98887664019,2022-05-06,2023-11-04,10.0,Delayed,Road,V192,Ms. Sharma,Van,R219,6919.232083134686,1134.7870626084311,Warehouse B,Unknown,Mr. Patel,Medium,Debit,No,Unknown,No Remarks,26751.471425446893,547 days,0.16400476945619777,45786.756793505505,Yes,Normal,3.0,2.0,False
S327261,O40475,C7139,Jane Smith,john@example.com,919030859647,Delhi,USA,South,600001.0,P6373,Laptop,Misc,20.367541324756797,7.0,1955.8260882103048,52705.98887664019,2022-11-05,2023-06-06,5.0,Unknown,Road,V307,Ms. Sharma,Cargo,R288,8621.622056807979,897.122186648256,Unknown,Unknown,Ms. Verma,Unknown,Debit,Yes,Unknown,Check packaging,13690.782617472134,213 days,0.10405491921788108,44084.36681983221,Yes,Unknown,3.0,0.0,False
S792177,O36923,C1454,Nan,amit@gmail.com,917188051181,Bangalore,UK,North,600001.0,P3931,Headphones,Misc,80.31859958502694,11.0,247.931337549312,172921.79645421807,2020-09-23,2023-02-15,1.0,Unknown,Road,V214,Mrs. Patel,Bike,R229,9534.073322592092,1856.787136809132,Warehouse A,North Hub,Unknown,Unknown,Card,Yes,Not Returned,Check packaging,2727.244713042432,875 days,0.19475276453027268,163387.72313162597,Yes,Unknown,6.0,0.0,False
S601460,O73062,C3734,Jane Smith,john@example.com,917711678357,Unknown,india,West,560001.0,P1311,Mobile,Misc,45.87896342959508,13.0,2036.6726209806648,17051.123447644695,2021-01-17,2023-12-22,11.0,Delayed,Air,V719,Mrs. Patel,Unknown,R113,3978.506822396121,1939.5087039777627,Warehouse B,North Hub,Ms. Verma,High,Cash,Yes,Returned,No Remarks,26476.744072748643,1069 days,0.4874966389550293,13072.616625248575,Yes,Urgent,1.0,3.0,False
S677671,O52536,C9425,Fatima Noor,amit@gmail.com,919646364681,Unknown,UK,Unknown,0.0,P9058,Laptop,Furniture,9.30500395416599,14.0,2421.167471465411,31450.408093751343,2021-07-07,2024-05-18,-1.0,Unknown,Ship,V985,Unknown,Cargo,R532,8621.622056807979,1961.602136056614,Warehouse A,Central,Mr. Patel,Low,Online,Unknown,Unknown,No Remarks,33896.34460051575,1046 days,0.22752123940618044,22828.786036943362,No,Low,5.0,1.0,False
S596364,O47630,C3066,Fatima Noor,jane@,916831772132,mumbai,UK,West,600001.0,P6615,Tablet,Accessories,76.19811233738129,12.0,247.931337549312,44976.48821164394,2020-05-01,2023-12-02,0.0,Pending,Ship,V455,Mrs. Patel,Bike,R494,7599.699296509487,1165.5978107586586,Warehouse B,South Hub,Unknown,High,Debit,No,Pending,Handle with care,2975.1760505917437,1310 days,0.1533742014363665,37376.78891513446,No,Urgent,3.0,3.0,False
S998995,O36204,C7510,Jane Smith,jane@,918354866459,Unknown,Unknown,North,600001.0,P1249,Headphones,Food,28.452983713894387,12.0,2127.286521221502,97446.15289517608,2022-10-09,2023-11-01,12.0,Unknown,Rail,V181,Mr. Lee,Bike,R946,8641.039994658273,1779.5949701260106,Unknown,Central,Ms. Verma,Low,Credit,No,Not Returned,No Remarks,25527.438254658024,388 days,0.20594685028956267,88805.11290051781,Yes,Low,2.0,1.0,False
S492015,O79306,C1772,Michael Brown,amit@gmail.com,919516925517,Delhi,Unknown,East,110001.0,P1768,Mobile,Clothing,27.49922866150264,13.0,866.0408676854231,121583.50871196765,2021-10-27,2023-11-15,0.0,Pending,Ship,V789,Unknown,Truck,R677,9768.548903378454,1565.312684155129,Warehouse A,Central,Unknown,Unknown,UPI,Unknown,Returned,Handle with care,11258.531279910501,749 days,0.16024004175418166,111814.95980858919,No,Unknown,4.0,0.0,False
S981318,O34826,C5196,John Doe,jane@,918740267240,Mumbai,Unknown,Unknown,600001.0,P2694,Unknown,Accessories,2.548157182432344,4.0,1428.488157411806,90097.76479821977,2023-12-31,2024-01-02,5.0,Delayed,Rail,V217,Mr. Rao,Bike,R141,6203.769967791608,1142.2818193000303,Hub C,Unknown,Ms. Verma,Low,Online,Yes,Not Returned,Handle with care,5713.952629647224,2 days,0.18412704294815352,83893.99483042816,Yes,Low,5.0,1.0,False
S226669,O12490,C2727,John Doe,amit@gmail.com,919284762651,Unknown,UK,Unknown,0.0,P4281,Headphones,Electronics,78.62500815860486,8.0,676.4538978214792,188993.68719476004,2020-08-05,2024-06-14,11.0,Delayed,Ship,V858,Mr. Rao,Cargo,R524,7753.704802499183,183.36582981200672,Unknown,Unknown,Ms. Verma,High,Cash,Unknown,Unknown,No Remarks,5411.631182571834,1409 days,0.02364880202208679,181239.98239226086,Yes,Urgent,1.0,3.0,False
S892105,O45473,C1376,Amit Kumar,john@example.com,919443593561,Delhi,USA,South,560001.0,P2499,Mobile,Clothing,49.63266183825688,8.0,1400.4722109570012,147017.13630754218,2023-07-27,2024-06-27,3.0,Unknown,Road,V619,Mrs. Patel,Unknown,R896,4344.41136364849,1053.6006661260592,Warehouse A,South Hub,Ms. Verma,Low,Online,Yes,Not Returned,Delayed delivery,11203.77768765601,336 days,0.24251862402855712,142672.7249438937,Yes,Low,5.0,1.0,False
S930663,O79868,C1916,Amit Kumar,jane@,918574041798,Mumbai,UK,South,600001.0,P1624,Tablet,Food,5.1218160656397735,19.0,4256.863571377221,21598.497764749005,2021-11-24,2022-05-06,3.0,Delayed,Ship,V922,Ms. Sharma,Bike,R159,2556.84184777188,23.390088553611708,Warehouse A,Central,Mr. Patel,Medium,Cash,Unknown,Unknown,No Remarks,80880.40785616719,163 days,0.009148038848783171,19041.655916977124,Yes,Normal,1.0,2.0,False
S403854,O24512,C5166,Jane Smith,john@example.com,917636490938,Bangalore,Unknown,North,600001.0,P6666,Mobile,Electronics,73.3333972102348,13.0,2692.1612150385195,128829.12309077912,2020-05-28,2022-02-25,0.0,Delivered,Rail,V119,Mr. Lee,Bike,R735,9534.073322592092,709.6553950141215,Hub C,North Hub,Mr. Patel,Low,Cash,No,Returned,Handle with care,34998.095795500754,638 days,0.07443359947028211,119295.04976818702,No,Low,1.0,1.0,False
S261632,O63771,C1508,Amit Kumar,john@example.com,918344526391,Mumbai,india,Unknown,560001.0,P9684,Headphones,Food,29.568392529254208,9.0,3545.305278534692,92774.50402594823,2021-05-17,2023-11-15,8.0,Cancelled,Ship,V364,Mr. Lee,Truck,R548,6060.784906977773,1756.9267606299247,Warehouse A,South Hub,Mr. Patel,Low,Cash,No,Not Returned,Handle with care,31907.74750681223,912 days,0.28988436111751426,86713.71911897046,Yes,Low,1.0,1.0,False
S837171,O91408,C1505,John Doe,amit@gmail.com,916977586791,Delhi,India,East,600001.0,P5077,Mobile,Electronics,77.21123440547882,7.0,2127.286521221502,192457.5094672196,2021-05-19,2021-06-30,13.0,Delayed,Air,V697,Mr. Rao,Truck,R226,3152.005782329464,914.0718784944544,Warehouse A,North Hub,Ms. Verma,Low,Unknown,No,Returned,Check packaging,14891.005648550514,42 days,0.2899968913822604,189305.50368489014,Yes,Low,0.0,1.0,False
S436262,O25976,C5896,John Doe,jane@,918811125599,Chennai,USA,South,110001.0,P5666,Headphones,Misc,80.93553613758789,12.0,1984.8354527273511,197255.3224843835,2020-07-27,2025-08-11,8.0,Pending,Road,V468,Mr. Rao,Cargo,R529,1320.6811082606414,738.6984001823912,Warehouse B,South Hub,Mr. Patel,Unknown,UPI,Yes,Returned,No Remarks,23818.025432728213,1841 days,0.5593313901152633,195934.64137612286,Yes,Unknown,4.0,0.0,False
S407432,O21591,C9909,Jane Smith,john@example.com,919877878356,Mumbai,UK,East,600001.0,P4798,Charger,Accessories,43.47852935489052,18.0,2675.1471425446894,177191.33481676033,2022-06-29,2023-06-15,6.0,Pending,Road,V388,Mr. Rao,Bike,R552,8813.090633228108,1134.7870626084311,Warehouse B,North Hub,Ms. Verma,High,Debit,Yes,Pending,Check packaging,48152.64856580441,351 days,0.12876153325031392,168378.24418353222,Yes,Urgent,3.0,3.0,False
S333218,O41919,C3489,John Doe,amit@gmail.com,916215016253,Chennai,UK,Unknown,110001.0,P9486,Headphones,Clothing,7.867442847541991,17.0,1958.8219570611548,140528.58311623166,2021-09-18,2023-10-28,10.0,Delivered,Air,V827,Ms. Sharma,Unknown,R429,8607.49252558509,804.0189188740103,Warehouse B,South Hub,Unknown,Medium,Cash,Unknown,Pending,No Remarks,33299.973270039634,770 days,0.09340919164136684,131921.09059064658,Yes,Normal,1.0,2.0,False
S704860,O85991,C4992,Nan,jane@,916944590060,Unknown,UK,West,110001.0,P4637,Headphones,Furniture,93.98014468563682,17.0,1984.8354527273511,181861.21559136725,2022-03-08,2023-02-25,8.0,Pending,Rail,V931,Ms. Sharma,Van,R733,1104.4280670263602,333.7242436247887,Warehouse B,Unknown,Mr. Patel,Low,Credit,Yes,Unknown,Handle with care,33742.20269636497,354 days,0.3021692888730466,180756.78752434088,Yes,Low,2.0,1.0,False
S912656,O50090,C2275,Li Wei,john@example.com,919780640592,Chennai,USA,West,560001.0,P7973,Tablet,Clothing,47.48538505361395,2.0,2394.7420389966887,40153.38223915544,2022-12-03,2022-12-23,5.0,Pending,Road,V258,Unknown,Van,R456,2868.259479580986,1697.1710168935022,Warehouse A,North Hub,Mr. Khan,High,Debit,Unknown,Returned,Delayed delivery,4789.4840779933775,20 days,0.5917076293046667,37285.12275957446,Yes,Urgent,3.0,3.0,False
S923711,O16258,C3204,John Doe,jane@,919820342694,mumbai,india,South,110001.0,P1097,Charger,Clothing,90.9773800068388,10.0,1400.4722109570012,147443.16319598138,2022-02-02,2024-08-08,11.0,In Transit,Road,V701,Mr. Lee,Van,R961,1108.012233119132,353.8337453324037,Unknown,South Hub,Unknown,Medium,UPI,No,Not Returned,Check packaging,14004.722109570012,918 days,0.3193410097434908,146335.15096286224,Yes,Normal,4.0,2.0,False
S360702,O76249,C3289,Fatima Noor,john@example.com,917283705074,Bangalore,India,South,600001.0,P9202,Mobile,Electronics,92.22648638480013,14.0,676.4538978214792,103270.95873135468,2021-12-05,2025-09-28,0.0,Delivered,Air,V185,Mr. Lee,Van,R577,9505.59236698481,1165.5978107586586,Hub C,Unknown,Unknown,Medium,Unknown,Yes,Returned,No Remarks,9470.354569500709,1393 days,0.12262232228756809,93765.36636436987,No,Normal,0.0,2.0,False
S258002,O62330,C1138,Michael Brown,amit@gmail.com,919800383608,Bangalore,UK,South,600001.0,P6923,Laptop,Clothing,18.748748730416665,1.0,3014.228372520391,169264.584847676,2021-02-07,2023-10-13,4.0,Delayed,Rail,V598,Mr. Lee,Truck,R197,7561.095207931837,558.3356878130787,Warehouse A,Unknown,Unknown,Low,Online,No,Pending,Handle with care,3014.228372520391,978 days,0.0738432293812894,161703.48963974416,Yes,Low,5.0,1.0,False
S433835,O94344,C8736,John Doe,john@example.com,919775467211,mumbai,UK,West,110001.0,P9427,Headphones,Misc,46.370715781593645,9.0,4140.753897801966,51317.76473990145,2020-08-14,2020-11-20,4.0,Delayed,Air,V268,Ms. Sharma,Cargo,R305,4600.327884455801,914.0718784944544,Unknown,North Hub,Mr. Patel,Low,Credit,Unknown,Returned,No Remarks,37266.78508021769,98 days,0.19869711495631473,46717.43685544565,Yes,Low,2.0,1.0,False
S988419,O59203,C8779,Nan,amit@gmail.com,917419277342,Mumbai,India,East,560001.0,P3652,Unknown,Food,59.99104789170297,11.0,4624.872973105552,131243.56931081213,2020-10-27,2024-08-10,7.0,Unknown,Air,V337,Mr. Rao,Bike,R517,1209.5034005447242,107.63480635290377,Unknown,South Hub,Mr. Patel,Low,Cash,No,Not Returned,No Remarks,50873.60270416107,1383 days,0.08899090842111586,130034.06591026741,Yes,Low,1.0,1.0,False
